id,layer,source_path,line,english,proposed_ja,status,reviewer,notes
258,frontend,app/frontend/src/pages/Guardrails.tsx,1828,Phone verification in progress...,,approved,PR-2.10,
259,frontend,app/frontend/src/pages/Guardrails.tsx,2205,Loading...,,approved,PR-2.10,
260,frontend,app/frontend/src/pages/Guardrails.tsx,2259,No Shield,,approved,PR-2.10,
261,frontend,app/frontend/src/pages/Guardrails.tsx,2260,Deny,,approved,PR-2.10,
262,frontend,app/frontend/src/pages/Guardrails.tsx,2264,Shields Only,,approved,PR-2.10,
263,frontend,app/frontend/src/pages/Guardrails.tsx,2275,Guardrails Enforcement,,approved,PR-2.10,
264,frontend,app/frontend/src/pages/Guardrails.tsx,2292,Defense in Depth,,approved,PR-2.10,
265,frontend,app/frontend/src/pages/Guardrails.tsx,2322,Model,,approved,PR-2.10,
266,frontend,app/frontend/src/pages/Guardrails.tsx,2362,Loading model data...,,approved,PR-2.10,
267,frontend,app/frontend/src/pages/Guardrails.tsx,2370,Platform Safety,,approved,PR-2.10,
268,frontend,app/frontend/src/pages/Guardrails.tsx,2383,Metaprompt,,approved,PR-2.10,
269,frontend,app/frontend/src/pages/Guardrails.tsx,2396,Loading templates...,,approved,PR-2.10,
270,frontend,app/frontend/src/pages/Guardrails.tsx,2404,Runtime Controls,,approved,PR-2.10,
271,frontend,app/frontend/src/pages/Guardrails.tsx,2413,Tools,,approved,PR-2.10,
272,frontend,app/frontend/src/pages/Guardrails.tsx,2417,Model columns,,approved,PR-2.10,
273,frontend,app/frontend/src/pages/Guardrails.tsx,2421,Active rules,,approved,PR-2.10,
274,frontend,app/frontend/src/pages/Guardrails.tsx,2433,&times;,,approved,PR-2.10,
275,frontend,app/frontend/src/pages/Guardrails.tsx,2433,setTemplateModal(null)}>&times;,,approved,PR-2.10,
276,frontend,app/frontend/src/pages/Guardrails.tsx,2444,Set All Guardrails To,,approved,PR-2.10,
277,frontend,app/frontend/src/pages/Guardrails.tsx,2479,Presets,,approved,PR-2.10,
278,frontend,app/frontend/src/pages/Guardrails.tsx,2516,"e.g. gpt-5.3-codex, claude-opus-4.5",,approved,PR-2.10,
279,frontend,app/frontend/src/pages/Guardrails.tsx,2544,Policy Matrix,,approved,PR-2.10,
280,frontend,app/frontend/src/pages/Guardrails.tsx,2545,Saving...,,approved,PR-2.10,
281,frontend,app/frontend/src/pages/Guardrails.tsx,2553,Shields,,approved,PR-2.10,
282,frontend,app/frontend/src/pages/Guardrails.tsx,2554,No Shield,,approved,PR-2.10,
283,frontend,app/frontend/src/pages/Guardrails.tsx,2554,", and",,approved,PR-2.10,
284,frontend,app/frontend/src/pages/Guardrails.tsx,2554,Deny,,approved,PR-2.10,
285,frontend,app/frontend/src/pages/Guardrails.tsx,2563,Add model column (e.g. gpt-5.3),,approved,PR-2.10,
286,frontend,app/frontend/src/pages/Guardrails.tsx,2579,Tool,,approved,PR-2.10,
287,frontend,app/frontend/src/pages/Guardrails.tsx,2605,Interactive,,approved,PR-2.10,
288,frontend,app/frontend/src/pages/Guardrails.tsx,2606,Background,,approved,PR-2.10,
289,frontend,app/frontend/src/pages/Guardrails.tsx,2613,Default,,approved,PR-2.10,
290,frontend,app/frontend/src/pages/Guardrails.tsx,2629,per-tool only,,approved,PR-2.10,
291,frontend,app/frontend/src/pages/Guardrails.tsx,2632,per-tool only,,approved,PR-2.10,
292,frontend,app/frontend/src/pages/Guardrails.tsx,2701,No tools discovered yet. Start the agent to populate the inventory.,,approved,PR-2.10,
293,frontend,app/frontend/src/pages/Guardrails.tsx,2707,Mitigation Settings,,approved,PR-2.10,
294,frontend,app/frontend/src/pages/Guardrails.tsx,2708,Configure the behavior of each mitigation strategy.,,approved,PR-2.10,
295,frontend,app/frontend/src/pages/Guardrails.tsx,2712,AITL -- Agent in the Loop,,approved,PR-2.10,
296,frontend,app/frontend/src/pages/Guardrails.tsx,2717,Reviewer model,,approved,PR-2.10,
297,frontend,app/frontend/src/pages/Guardrails.tsx,2722,gpt-4.1,,approved,PR-2.10,
298,frontend,app/frontend/src/pages/Guardrails.tsx,2724,The model used by the AITL reviewer agent. Defaults to gpt-4.1.,,approved,PR-2.10,
299,frontend,app/frontend/src/pages/Guardrails.tsx,2745,Prompt Shield -- Injection Detection,,approved,PR-2.10,
300,frontend,app/frontend/src/pages/Guardrails.tsx,2782,Internal Guardrails,,approved,PR-2.10,
301,frontend,app/frontend/src/pages/Guardrails.tsx,2782,Background agent policies,,approved,PR-2.10,
302,frontend,app/frontend/src/pages/Guardrails.tsx,2796,Expert Mode,,approved,PR-2.10,
303,frontend,app/frontend/src/pages/Guardrails.tsx,2813,Loading...,,approved,PR-2.10,
304,frontend,app/frontend/src/pages/Guardrails.tsx,2849,Unsaved changes,,approved,PR-2.10,
305,frontend,app/frontend/src/pages/Guardrails.tsx,2866,HITL / PITL / AITL / Deny / Shields per tool,,approved,PR-2.10,
306,frontend,app/frontend/src/pages/Guardrails.tsx,2876,"Azure Shields, content filtering, jailbreak detection",,approved,PR-2.10,
307,frontend,app/frontend/src/pages/Guardrails.tsx,2881,"Built-in safety training, RLHF alignment, refusal behaviors",,approved,PR-2.10,
308,frontend,app/frontend/src/pages/Guardrails.tsx,2885,claude-opus-4.6,,approved,PR-2.10,
309,frontend,app/frontend/src/pages/Guardrails.tsx,2886,Strong,,approved,PR-2.10,
310,frontend,app/frontend/src/pages/Guardrails.tsx,2887,More autonomy,,approved,PR-2.10,
311,frontend,app/frontend/src/pages/Guardrails.tsx,2890,claude-sonnet-4.6,,approved,PR-2.10,
312,frontend,app/frontend/src/pages/Guardrails.tsx,2891,Standard,,approved,PR-2.10,
313,frontend,app/frontend/src/pages/Guardrails.tsx,2892,Balanced controls,,approved,PR-2.10,
314,frontend,app/frontend/src/pages/Guardrails.tsx,2895,gpt-5-mini,,approved,PR-2.10,
315,frontend,app/frontend/src/pages/Guardrails.tsx,2896,Cautious,,approved,PR-2.10,
316,frontend,app/frontend/src/pages/Guardrails.tsx,2897,Tighter guardrails,,approved,PR-2.10,
317,frontend,app/frontend/src/pages/Guardrails.tsx,2902,Defense in Depth,,approved,PR-2.10,
318,frontend,app/frontend/src/pages/Guardrails.tsx,2916,Up and Running,,approved,PR-2.10,
319,frontend,app/frontend/src/pages/Guardrails.tsx,2925,Not Configured,,approved,PR-2.10,
320,frontend,app/frontend/src/pages/Guardrails.tsx,2982,Up and Running,,approved,PR-2.10,
321,frontend,app/frontend/src/pages/Guardrails.tsx,2986,Endpoint,,approved,PR-2.10,
322,frontend,app/frontend/src/pages/Guardrails.tsx,2990,Auth,,approved,PR-2.10,
323,frontend,app/frontend/src/pages/Guardrails.tsx,3030,Not Configured,,approved,PR-2.10,
324,frontend,app/frontend/src/pages/Guardrails.tsx,3158,Changing these policies is not recommended.,,approved,PR-2.10,
325,frontend,app/frontend/src/pages/Guardrails.tsx,3166,background,,approved,PR-2.10,
326,frontend,app/frontend/src/pages/Guardrails.tsx,3216,Policy,,approved,PR-2.10,
327,frontend,app/frontend/src/pages/Guardrails.tsx,3227,No Shield,,approved,PR-2.10,
328,frontend,app/frontend/src/pages/Guardrails.tsx,3228,Deny,,approved,PR-2.10,
329,frontend,app/frontend/src/pages/Guardrails.tsx,3232,Shields Only,,approved,PR-2.10,
330,frontend,app/frontend/src/pages/Guardrails.tsx,3445,Container Architecture,,approved,PR-2.10,
331,frontend,app/frontend/src/pages/Guardrails.tsx,3450,Dual Container,,approved,PR-2.10,
332,frontend,app/frontend/src/pages/Guardrails.tsx,3451,Single Process,,approved,PR-2.10,
333,frontend,app/frontend/src/pages/Guardrails.tsx,3511,ACA Ingress,,approved,PR-2.10,
334,frontend,app/frontend/src/pages/Guardrails.tsx,3512,Managed HTTPS,,approved,PR-2.10,
335,frontend,app/frontend/src/pages/Guardrails.tsx,3523,Cloudflare Tunnel,,approved,PR-2.10,
336,frontend,app/frontend/src/pages/Guardrails.tsx,3532,Inactive,,approved,PR-2.10,
337,frontend,app/frontend/src/pages/Guardrails.tsx,3553,"Bot Service, Teams, Telegram",,approved,PR-2.10,
338,frontend,app/frontend/src/pages/Guardrails.tsx,3569,Polyclaw Server,,approved,PR-2.10,
339,frontend,app/frontend/src/pages/Guardrails.tsx,3571,localhost,,approved,PR-2.10,
340,frontend,app/frontend/src/pages/Guardrails.tsx,3590,Cloudflare Tunnel,,approved,PR-2.10,
341,frontend,app/frontend/src/pages/Guardrails.tsx,3599,Inactive,,approved,PR-2.10,
342,frontend,app/frontend/src/pages/Guardrails.tsx,3618,Internet,,approved,PR-2.10,
343,frontend,app/frontend/src/pages/Guardrails.tsx,3619,"Bot Service, Teams, Telegram",,approved,PR-2.10,
344,frontend,app/frontend/src/pages/Guardrails.tsx,3641,Tunnel Access Mode,,approved,PR-2.10,
345,frontend,app/frontend/src/pages/Guardrails.tsx,3671,Full Access,,approved,PR-2.10,
346,frontend,app/frontend/src/pages/Guardrails.tsx,3672,All runtime endpoints are accessible through the tunnel.,,approved,PR-2.10,
347,frontend,app/frontend/src/pages/Guardrails.tsx,3674,Chat WebSocket,,approved,PR-2.10,
348,frontend,app/frontend/src/pages/Guardrails.tsx,3675,Bot Messages,,approved,PR-2.10,
349,frontend,app/frontend/src/pages/Guardrails.tsx,3676,ACS Callbacks,,approved,PR-2.10,
350,frontend,app/frontend/src/pages/Guardrails.tsx,3677,Sessions API,,approved,PR-2.10,
351,frontend,app/frontend/src/pages/Guardrails.tsx,3678,All Runtime APIs,,approved,PR-2.10,
352,frontend,app/frontend/src/pages/Guardrails.tsx,3682,Restricted,,approved,PR-2.10,
353,frontend,app/frontend/src/pages/Guardrails.tsx,3683,Only the minimum endpoints required for bot messaging and ACS voice callbacks are exposed.,,approved,PR-2.10,
354,frontend,app/frontend/src/pages/Guardrails.tsx,3685,Bot Messages,,approved,PR-2.10,
355,frontend,app/frontend/src/pages/Guardrails.tsx,3686,ACS Callbacks,,approved,PR-2.10,
356,frontend,app/frontend/src/pages/Guardrails.tsx,3687,Health Check,,approved,PR-2.10,
357,frontend,app/frontend/src/pages/Guardrails.tsx,3688,Chat WebSocket,,approved,PR-2.10,
358,frontend,app/frontend/src/pages/Guardrails.tsx,3689,All Other APIs,,approved,PR-2.10,
359,frontend,app/frontend/src/pages/Guardrails.tsx,3698,Restricted mode active,,approved,PR-2.10,
360,frontend,app/frontend/src/pages/Guardrails.tsx,3699,Chat via WebUI and TUI will not work through the tunnel. Only Telegram and Teams messaging will function.,,approved,PR-2.10,
361,frontend,app/frontend/src/pages/Guardrails.tsx,3702,redeploy of the agent container,,approved,PR-2.10,
362,frontend,app/frontend/src/pages/Guardrails.tsx,3713,Full access mode active,,approved,PR-2.10,
363,frontend,app/frontend/src/pages/Guardrails.tsx,3714,All runtime APIs are accessible through the tunnel. Switch to restricted mode to minimize the attack surface.,,approved,PR-2.10,
364,frontend,app/frontend/src/pages/Guardrails.tsx,3723,Local development,,approved,PR-2.10,
365,frontend,app/frontend/src/pages/Guardrails.tsx,3724,Tunnel restriction is applied via middleware at runtime. Changes take effect immediately.,,approved,PR-2.10,
366,frontend,app/frontend/src/pages/Guardrails.tsx,3732,Total Endpoints,,approved,PR-2.10,
367,frontend,app/frontend/src/pages/Guardrails.tsx,3736,Admin Container,,approved,PR-2.10,
368,frontend,app/frontend/src/pages/Guardrails.tsx,3740,Agent Container,,approved,PR-2.10,
369,frontend,app/frontend/src/pages/Guardrails.tsx,3744,Tunnel-Exposed,,approved,PR-2.10,
370,frontend,app/frontend/src/pages/Guardrails.tsx,3750,Connected Components,,approved,PR-2.10,
371,frontend,app/frontend/src/pages/Guardrails.tsx,3779,Endpoint Security Probe,,approved,PR-2.10,
372,frontend,app/frontend/src/pages/Guardrails.tsx,3798,Admin Container,,approved,PR-2.10,
373,frontend,app/frontend/src/pages/Guardrails.tsx,3799,Probed,,approved,PR-2.10,
374,frontend,app/frontend/src/pages/Guardrails.tsx,3800,Internal Only,,approved,PR-2.10,
375,frontend,app/frontend/src/pages/Guardrails.tsx,3805,Auth Required,,approved,PR-2.10,
376,frontend,app/frontend/src/pages/Guardrails.tsx,3809,Unauthenticated,,approved,PR-2.10,
377,frontend,app/frontend/src/pages/Guardrails.tsx,3813,Total,,approved,PR-2.10,
378,frontend,app/frontend/src/pages/Guardrails.tsx,3827,Agent Container,,approved,PR-2.10,
379,frontend,app/frontend/src/pages/Guardrails.tsx,3829,Probed,,approved,PR-2.10,
380,frontend,app/frontend/src/pages/Guardrails.tsx,3831,Not Reachable,,approved,PR-2.10,
381,frontend,app/frontend/src/pages/Guardrails.tsx,3839,Internet-Exposed,,approved,PR-2.10,
382,frontend,app/frontend/src/pages/Guardrails.tsx,3843,Internal Only,,approved,PR-2.10,
383,frontend,app/frontend/src/pages/Guardrails.tsx,3847,Auth Required,,approved,PR-2.10,
384,frontend,app/frontend/src/pages/Guardrails.tsx,3851,Unauthenticated,,approved,PR-2.10,
385,frontend,app/frontend/src/pages/Guardrails.tsx,3855,Framework Auth,,approved,PR-2.10,
386,frontend,app/frontend/src/pages/Guardrails.tsx,3859,Total,,approved,PR-2.10,
387,frontend,app/frontend/src/pages/Guardrails.tsx,3869,Tunnel restricted,,approved,PR-2.10,
388,frontend,app/frontend/src/pages/Guardrails.tsx,3900,Filter endpoints...,,approved,PR-2.10,
389,frontend,app/frontend/src/pages/Guardrails.tsx,3919,Exposure:,,approved,PR-2.10,
390,frontend,app/frontend/src/pages/Guardrails.tsx,3940,Auth type:,,approved,PR-2.10,
391,frontend,app/frontend/src/pages/Guardrails.tsx,3962,Method,,approved,PR-2.10,
392,frontend,app/frontend/src/pages/Guardrails.tsx,3963,Path,,approved,PR-2.10,
393,frontend,app/frontend/src/pages/Guardrails.tsx,3964,Auth,,approved,PR-2.10,
394,frontend,app/frontend/src/pages/Guardrails.tsx,3965,Tunnel,,approved,PR-2.10,
395,frontend,app/frontend/src/pages/Guardrails.tsx,3966,Probed Auth,,approved,PR-2.10,
396,frontend,app/frontend/src/pages/Guardrails.tsx,3967,Probed Tunnel,,approved,PR-2.10,
397,frontend,app/frontend/src/pages/Guardrails.tsx,3979,Framework,,approved,PR-2.10,
398,frontend,app/frontend/src/pages/Guardrails.tsx,3979,Secured by framework auth,,approved,PR-2.10,
399,frontend,app/frontend/src/pages/Guardrails.tsx,3981,Admin Key,,approved,PR-2.10,
400,frontend,app/frontend/src/pages/Guardrails.tsx,3986,Exposed,,approved,PR-2.10,
401,frontend,app/frontend/src/pages/Guardrails.tsx,3990,Blocked,,approved,PR-2.10,
402,frontend,app/frontend/src/pages/Guardrails.tsx,3992,Full Only,,approved,PR-2.10,
403,frontend,app/frontend/src/pages/Guardrails.tsx,4038,No endpoints match the current filter.,,approved,PR-2.10,
404,frontend,app/frontend/src/pages/Guardrails.tsx,4045,Resource Network Security,,approved,PR-2.10,
405,frontend,app/frontend/src/pages/Guardrails.tsx,4046,"Network configuration of Azure resources: firewall rules, allowed IPs, public access, private endpoints.",,approved,PR-2.10,
406,frontend,app/frontend/src/pages/Guardrails.tsx,4054,No Azure resources found. Make sure you are signed in to Azure.,,approved,PR-2.10,
407,frontend,app/frontend/src/pages/Guardrails.tsx,4085,Resource Group,,approved,PR-2.10,
408,frontend,app/frontend/src/pages/Guardrails.tsx,4089,Default Action,,approved,PR-2.10,
409,frontend,app/frontend/src/pages/Guardrails.tsx,4094,HTTPS Only,,approved,PR-2.10,
410,frontend,app/frontend/src/pages/Guardrails.tsx,4100,Min TLS,,approved,PR-2.10,
411,frontend,app/frontend/src/pages/FoundryIQ.tsx,85,Foundry IQ,,approved,PR-2.7,
412,frontend,app/frontend/src/pages/FoundryIQ.tsx,86,Refresh,,approved,PR-2.7,
413,frontend,app/frontend/src/pages/FoundryIQ.tsx,90,Status,,approved,PR-2.7,
414,frontend,app/frontend/src/pages/FoundryIQ.tsx,91,Documents,,approved,PR-2.7,
415,frontend,app/frontend/src/pages/FoundryIQ.tsx,92,Schedule,,approved,PR-2.7,
416,frontend,app/frontend/src/pages/FoundryIQ.tsx,93,Last Indexed,,approved,PR-2.7,
417,frontend,app/frontend/src/pages/FoundryIQ.tsx,98,Provisioned Resources,,approved,PR-2.7,
418,frontend,app/frontend/src/pages/FoundryIQ.tsx,100,Resource Group:,,approved,PR-2.7,
419,frontend,app/frontend/src/pages/FoundryIQ.tsx,101,Location:,,approved,PR-2.7,
420,frontend,app/frontend/src/pages/FoundryIQ.tsx,102,Search Service:,,approved,PR-2.7,
421,frontend,app/frontend/src/pages/FoundryIQ.tsx,103,OpenAI Account:,,approved,PR-2.7,
422,frontend,app/frontend/src/pages/FoundryIQ.tsx,109,Configuration,,approved,PR-2.7,
423,frontend,app/frontend/src/pages/FoundryIQ.tsx,117,Search Endpoint,,approved,PR-2.7,
424,frontend,app/frontend/src/pages/FoundryIQ.tsx,121,Search API Key,,approved,PR-2.7,
425,frontend,app/frontend/src/pages/FoundryIQ.tsx,127,Embedding Endpoint,,approved,PR-2.7,
426,frontend,app/frontend/src/pages/FoundryIQ.tsx,131,Embedding API Key,,approved,PR-2.7,
427,frontend,app/frontend/src/pages/FoundryIQ.tsx,137,Index Name,,approved,PR-2.7,
428,frontend,app/frontend/src/pages/FoundryIQ.tsx,141,Model,,approved,PR-2.7,
429,frontend,app/frontend/src/pages/FoundryIQ.tsx,145,Schedule,,approved,PR-2.7,
430,frontend,app/frontend/src/pages/FoundryIQ.tsx,147,Daily,,approved,PR-2.7,
431,frontend,app/frontend/src/pages/FoundryIQ.tsx,148,Hourly,,approved,PR-2.7,
432,frontend,app/frontend/src/pages/FoundryIQ.tsx,149,Manual,,approved,PR-2.7,
433,frontend,app/frontend/src/pages/FoundryIQ.tsx,154,Save & Create Index,,approved,PR-2.7,
434,frontend,app/frontend/src/pages/FoundryIQ.tsx,155,{indexing ? 'Indexing...' : 'Run Indexing'},,approved,PR-2.7,
435,frontend,app/frontend/src/pages/FoundryIQ.tsx,161,Search Memories,,approved,PR-2.7,
436,frontend,app/frontend/src/pages/FoundryIQ.tsx,163,Search your memories...,,approved,PR-2.7,
437,frontend,app/frontend/src/pages/FoundryIQ.tsx,164,{searching ? 'Searching...' : 'Search'},,approved,PR-2.7,
438,frontend,app/frontend/src/pages/FoundryIQ.tsx,168,No results found,,approved,PR-2.7,
